,Job Title,Company,Location,Salary,Search Term,lower_sal_val,upper_sal_val,mean salary,median_bool,state,60_perc_bool,70_perc_bool,75_perc_bool,90_perc_bool
0,Data Scientist,    Platinum Solutions,"Houston, TX",80000 - 120000,Houston,80000,120000,100000.0,False,'TX',False,False,False,False
1,Bioinformatics Software Developer,    Genialis,"Houston, TX",50000 - 80000,Houston,50000,80000,65000.0,False,'TX',False,False,False,False
2,Quality Assurance Analyst (Research),        Baylor College of Medicine,"Houston, TX",43794,Houston,43794,43794,43794.0,False,'TX',False,False,False,False
3,Flow Cytometry Specialist I,        Baylor College of Medicine,"Houston, TX",46831,Houston,46831,46831,46831.0,False,'TX',False,False,False,False
4,Research Statistical Analyst -Bioinformatics &amp; Computational...,        MD Anderson Cancer Center,"Houston, TX",66400 - 99600,Houston,66400,99600,83000.0,False,'TX',False,False,False,False
5,Data Architect,        Career Evolutions,"Phoenix, AZ",150000,Phoenix,150000,150000,150000.0,True,'AZ',True,True,True,False
6,RESEARCH AND STATISTICAL ANALYST,        Arizona Health Care Cost Containment System,"Phoenix, AZ",39983 - 55500,Phoenix,39983,55500,47741.5,False,'AZ',False,False,False,False
7,AIR QUALITY PLANNER 2-3,        State of Arizona,"Phoenix, AZ",45000 - 77000,Phoenix,45000,77000,61000.0,False,'AZ',False,False,False,False
8,Paralegal,"    Emord &amp; Associates, P.C.","Gilbert, AZ 85295",45000 - 55000,Phoenix,45000,55000,50000.0,False,'AZ',False,False,False,False
9,ENVIRONMENTAL SCIENTIST - EMISSIONS,        State of Arizona,"Phoenix, AZ",49000 - 61000,Phoenix,49000,61000,55000.0,False,'AZ',False,False,False,False
10,Web Security Research Analyst,        SiteLock,"Scottsdale, AZ",50000 - 55000,Phoenix,50000,55000,52500.0,False,'AZ',False,False,False,False
11,COMPLIANCE OFFICER - HAZ WASTE,        State of Arizona,"Phoenix, AZ",50000 - 61500,Phoenix,50000,61500,55750.0,False,'AZ',False,False,False,False
12,RESEARCH &amp; STATISTICS ANALYST,        State of Arizona,"Phoenix, AZ",30000 - 45000,Phoenix,30000,45000,37500.0,False,'AZ',False,False,False,False
13,ENVIRONMENTAL TECHNICIAN,        State of Arizona,"Phoenix, AZ",33000 - 42000,Phoenix,33000,42000,37500.0,False,'AZ',False,False,False,False
14,Digital Marketing (Data Scientist),"    Kennedy Unlimited Inc, Professional Staffing","Phoenix, AZ",100000 - 130000,Phoenix,100000,130000,115000.0,True,'AZ',False,False,False,False
15,"Information Technology Support Analyst, Senior (Phoenix, AZ)",        The University of Arizona,"Phoenix, AZ",39173 - 54944,Phoenix,39173,54944,47058.5,False,'AZ',False,False,False,False
16,Data Engineer,    Enodo Score,"Chicago, IL",70000 - 90000,Chicago,70000,90000,80000.0,False,'IL',False,False,False,False
17,Data Scientist,        Huxley Associates,"Chicago, IL",100000,Chicago,100000,100000,100000.0,False,'IL',False,False,False,False
18,Data Scientist,        Jobspring Partners,"Chicago, IL",120000 - 140000,Chicago,120000,140000,130000.0,True,'IL',True,False,False,False
19,"Analyst/Senior Analyst, Advanced Analytics",        Liberty Mutual,"Chicago, IL",73300 - 114900,Chicago,73300,114900,94100.0,False,'IL',False,False,False,False
20,Data Scientist,    Hirewell,"Evanston, IL",150000,Chicago,150000,150000,150000.0,True,'IL',True,True,True,False
21,Senior Data Scientist,        Workbridge Associates,"Chicago, IL",130000,Chicago,130000,130000,130000.0,True,'IL',True,False,False,False
22,Data Scientist,        Workbridge Associates,"Chicago, IL",125000,Chicago,125000,125000,125000.0,True,'IL',False,False,False,False
23,Machine Learning Engineer,        Jobspring Partners,"Chicago, IL",120000 - 150000,Chicago,120000,150000,135000.0,True,'IL',True,False,False,False
24,Statistical Analyst,        The LaSalle Network,"Chicago, IL 60601 (Loop area)",80000,Chicago,80000,80000,80000.0,False,'IL',False,False,False,False
25,Principal Data Lead (Machine Learning),        Jobspring Partners,"Chicago, IL 60604 (Loop area)",180000,Chicago,180000,180000,180000.0,True,'IL',True,True,True,True
26,Principal Data Scientist,        Jobspring Partners,"Chicago, IL 60610 (Near North Side area)",160000,Chicago,160000,160000,160000.0,True,'IL',True,True,True,False
27,Statistical Analyst -- Health-7444,    S.C. International,"Chicago, IL",80000,Chicago,80000,80000,80000.0,False,'IL',False,False,False,False
28,Lead Data Scientist,        Jobspring Partners,"Chicago, IL 60603 (Loop area)",150000,Chicago,150000,150000,150000.0,True,'IL',True,True,True,False
29,Quantitative Research Analyst,        Huxley Associates,"Chicago, IL",150000,Chicago,150000,150000,150000.0,True,'IL',True,True,True,False
30,Quantitative Risk Analyst,        Huxley Associates,"Chicago, IL",100000,Chicago,100000,100000,100000.0,False,'IL',False,False,False,False
31,Quantitative Analyst,    Huxley Banking &amp; Financial Services,"Chicago, IL",100000,Chicago,100000,100000,100000.0,False,'IL',False,False,False,False
32,Open Source Geniuses,    Hirewell,"Chicago, IL",120000,Chicago,120000,120000,120000.0,True,'IL',False,False,False,False
33,Lead Data Scientist,    Harnham,"Chicago, IL",250000,Chicago,250000,250000,250000.0,True,'IL',True,True,True,True
34,CTO,        Workbridge Associates,"Chicago, IL",90000 - 120000,Chicago,90000,120000,105000.0,False,'IL',False,False,False,False
35,Research Analyst-Clearing House,    Huxley Banking &amp; Financial Services,"Chicago, IL",90000,Chicago,90000,90000,90000.0,False,'IL',False,False,False,False
36,Lead Data Scientist (NLP),        Workbridge Associates,"Chicago, IL",135000,Chicago,135000,135000,135000.0,True,'IL',True,False,False,False
37,Postdoctoral Fellow in Stem Cell Biology and Pharmacogenomic...,        Northwestern University,"Chicago, IL",47484,Chicago,47484,47484,47484.0,False,'IL',False,False,False,False
38,Principal Machine Learning Engineer,        Jobspring Partners,"Chicago, IL 60604 (Loop area)",160000,Chicago,160000,160000,160000.0,True,'IL',True,True,True,False
39,Senior Data Engineer with Machine Learning,        Jobspring Partners,"Chicago, IL",120000 - 130000,Chicago,120000,130000,125000.0,True,'IL',False,False,False,False
40,Statistical Analyst,        Smith Hanley Associates,"Rosemont, IL",75000,Chicago,75000,75000,75000.0,False,'IL',False,False,False,False
41,"Junior Data Scientist (Python, Spark, SciKitLearn)",        Workbridge Associates,"Chicago, IL 60603 (Loop area)",100000,Chicago,100000,100000,100000.0,False,'IL',False,False,False,False
42,Data Scientist -Fitness/Wellness Firm,    Hirewell,"Chicago, IL",120000,Chicago,120000,120000,120000.0,True,'IL',False,False,False,False
43,Sr. Machine Learning Developer,    All-In Analytics,"Downers Grove, IL",70000 - 80000,Chicago,70000,80000,75000.0,False,'IL',False,False,False,False
44,"Data Scientist (Python, Spark, AWS)",        Workbridge Associates,"Chicago, IL",75000 - 110000,Chicago,75000,110000,92500.0,False,'IL',False,False,False,False
45,Full Stack Developer,        Workbridge Associates,"Chicago, IL 60603 (Loop area)",90000,Chicago,90000,90000,90000.0,False,'IL',False,False,False,False
46,"Predictive Modeling, Director",        Analytic Recruiting,"Chicago, IL",115000 - 135000,Chicago,115000,135000,125000.0,True,'IL',False,False,False,False
47,Study Based Research Position in the State of Road Island &amp;...,    RASS BIOSOLUTION PVT LTD,"Chicago, IL",60000,Chicago,60000,60000,60000.0,False,'IL',False,False,False,False
48,Data Scientist - Predictive Modeler - P&amp;C/Health/Life-7644,    S.C. International,"Chicago, IL",130000,Chicago,130000,130000,130000.0,True,'IL',True,False,False,False
49,Data Acquisition Programmer,    Ceres Imaging,"Oakland, CA",90000 - 150000,San Francisco,90000,150000,120000.0,True,'CA',False,False,False,False
50,Sr Data Scientist - NLP &amp; CODING REQUIRED,    PMES,"San Ramon, CA",150000,San Francisco,150000,150000,150000.0,True,'CA',True,True,True,False
51,"Director of Data Science, Analytics",    Averity,"San Francisco, CA",175000 - 250000,San Francisco,175000,250000,212500.0,True,'CA',True,True,True,True
52,"Senior Scientist III, Pre-Clinical Safety",    EPM Scientific,"Redwood City, CA",140000,San Francisco,140000,140000,140000.0,True,'CA',True,False,False,False
53,Associate Data Scientist,    Harnham,"San Mateo, CA",130000,San Francisco,130000,130000,130000.0,True,'CA',True,False,False,False
54,"1809 Education Policy Analyst - Research, Evaluation, Policy...",    San Francisco Unified School District - COE,"San Francisco, CA",87834 - 117112,San Francisco,87834,117112,102473.0,False,'CA',False,False,False,False
55,Principal Machine Learning Scientist,    Tandem Recruiting Group,"San Francisco Bay Area, CA",130000 - 150000,San Francisco,130000,150000,140000.0,True,'CA',True,False,False,False
56,Lead Data Scientist,    3coast,"San Mateo, CA",130000 - 160000,San Francisco,130000,160000,145000.0,True,'CA',True,True,False,False
57,Senior Data Scientist (Python),        Workbridge Associates,"San Francisco, CA 94105 (Financial District area)",170000,San Francisco,170000,170000,170000.0,True,'CA',True,True,True,False
58,Senior Data Scientist,        Workbridge Associates,"San Francisco, CA 94105 (Financial District area)",200000,San Francisco,200000,200000,200000.0,True,'CA',True,True,True,True
59,Lead Data Scientist (Life Sciences Opportunity),        Workbridge Associates,"San Francisco, CA",140000 - 160000,San Francisco,140000,160000,150000.0,True,'CA',True,True,True,False
60,Marketing and Recruitment Specialist Job - Fung Inst.,        University of California Berkeley,"Berkeley, CA",53800 - 81900,San Francisco,53800,81900,67850.0,False,'CA',False,False,False,False
61,"Data Scientist, Customer Analytics",    All-In Analytics,"San Francisco, CA",140000 - 160000,San Francisco,140000,160000,150000.0,True,'CA',True,True,True,False
62,Teradata Analyst,    International Solution Sources LLC,"San Francisco, CA 94105 (Financial District area)",50000,San Francisco,50000,50000,50000.0,False,'CA',False,False,False,False
63,Head of Data Science,    Harnham,"San Francisco, CA",225000,San Francisco,225000,225000,225000.0,True,'CA',True,True,True,True
64,Machine Learning Algorithm Engineer,    3coast,"San Mateo, CA",120000 - 180000,San Francisco,120000,180000,150000.0,True,'CA',True,True,True,False
65,Sr Data Scientist/Solution Architect,    Redfish Technology,"Berkeley, CA 94705",250000,San Francisco,250000,250000,250000.0,True,'CA',True,True,True,True
66,Sr. Customer Success Manager,    Smarking,"San Francisco, CA",60000 - 100000,San Francisco,60000,100000,80000.0,False,'CA',False,False,False,False
67,Real World Evidence Statistical Analyst,        Barrington James,"New York, NY 10005 (Financial District area)",110000,New York,110000,110000,110000.0,True,'NY',False,False,False,False
68,Sr Data Scientist - NLP &amp; CODING REQUIRED,    PMES,"New York, NY",155000,New York,155000,155000,155000.0,True,'NY',True,True,True,False
69,Data Scientist,    indify,"New York, NY",90000 - 170000,New York,90000,170000,130000.0,True,'NY',True,False,False,False
70,Data Scientist,    WorldCover,"New York, NY",70000 - 110000,New York,70000,110000,90000.0,False,'NY',False,False,False,False
71,Data Architect/ Data Engineer,"    Envisagenics, Inc.","New York, NY",65000 - 110000,New York,65000,110000,87500.0,False,'NY',False,False,False,False
72,Data Scientist,    Enterprise Select,"New York, NY 10038 (Financial District area)",130000,New York,130000,130000,130000.0,True,'NY',True,False,False,False
73,Senior Research Analyst,        Research Foundation of The City University of New...,"New York, NY",70000 - 80000,New York,70000,80000,75000.0,False,'NY',False,False,False,False
74,Data Scientist,    Scienaptic Systems Inc,"New York, NY",100000,New York,100000,100000,100000.0,False,'NY',False,False,False,False
75,Data Analyst/Modeler,        DEPARTMENT OF FINANCE,"Manhattan, NY",70286 - 80829,New York,70286,80829,75557.5,False,'NY',False,False,False,False
76,VP Data Science,    Beeswax,"New York, NY",130000 - 165000,New York,130000,165000,147500.0,True,'NY',True,True,False,False
77,"Data Team Leader (VP, Director)",        VROOM,"New York, NY",140000 - 180000,New York,140000,180000,160000.0,True,'NY',True,True,True,False
78,Junior Data Scientist,        Oliver James Associates,"New York, NY",110000 - 111000,New York,110000,111000,110500.0,True,'NY',False,False,False,False
79,Data Analyst,        ADMIN FOR CHILDREN'S SVCS,"Manhattan, NY",70286 - 88213,New York,70286,88213,79249.5,False,'NY',False,False,False,False
80,"Director of Data Science, Analytics",    Averity,"New York, NY",175000 - 250000,New York,175000,250000,212500.0,True,'NY',True,True,True,True
81,Principal Data Scientist,    Averity,"New York, NY",150000 - 185000,New York,150000,185000,167500.0,True,'NY',True,True,True,False
82,Post-doc Research Scientist,        Research Foundation of The City University of New...,"New York, NY",60000 - 65000,New York,60000,65000,62500.0,False,'NY',False,False,False,False
83,Data Scientist,    Princeton Consulting,"New York, NY 10018 (Clinton area)",100000 - 200000,New York,100000,200000,150000.0,True,'NY',True,True,True,False
84,"Senior Data Scientist for Multi-Billion, Top-Ranked Global C...",    Averity,"New York, NY",100000 - 120000,New York,100000,120000,110000.0,True,'NY',False,False,False,False
85,Health Scientist,        Centers for Disease Control and Prevention,"New York, NY",88305 - 146570,New York,88305,146570,117437.5,True,'NY',False,False,False,False
86,Data Engineer,    Harnham,"New York, NY",150000,New York,150000,150000,150000.0,True,'NY',True,True,True,False
87,Hydrologist,    DEPT OF PARKS &amp; RECREATION,"Manhattan, NY",72000 - 84000,New York,72000,84000,78000.0,False,'NY',False,False,False,False
88,Hydrologist,        NYC Parks Dept,"New York, NY",72000 - 84000,New York,72000,84000,78000.0,False,'NY',False,False,False,False
89,Senior Data Scientist for Fortune 500 Company,    Averity,"New York, NY",150000 - 185000,New York,150000,185000,167500.0,True,'NY',True,True,True,False
90,Senior Data Scientist ( FinTech / Python / R / ML / Big Data...,    Venturi Ltd,"New York, NY",120000 - 200000,New York,120000,200000,160000.0,True,'NY',True,True,True,False
91,Senior Statistical Programmer,    Whiz Finder Corporation,"East Hanover, NJ",105000 - 125000,New York,105000,125000,115000.0,True,'NJ',False,False,False,False
92,Water Quality Analyst,    DEPT OF ENVIRONMENT PROTECTION,"New York, NY",70286 - 88213,New York,70286,88213,79249.5,False,'NY',False,False,False,False
93,DATA ANALYST,        HRA/DEPT OF SOCIAL SERVICES,"Manhattan, NY",57969 - 62000,New York,57969,62000,59984.5,False,'NY',False,False,False,False
94,Data Analyst,        POLICE DEPARTMENT,"New York, NY",70286 - 88213,New York,70286,88213,79249.5,False,'NY',False,False,False,False
95,Senior Project Manager,        HRA/DEPT OF SOCIAL SERVICES,"Manhattan, NY",78630 - 94500,New York,78630,94500,86565.0,False,'NY',False,False,False,False
96,Data Scientist,        Smith Hanley Associates,"New York, NY",90000,New York,90000,90000,90000.0,False,'NY',False,False,False,False
97,Senior Systematic Quantitative Analyst - Multi-billion Dolla...,    Averity,"New York, NY",180000 - 220000,New York,180000,220000,200000.0,True,'NY',True,True,True,True
98,Field Scientist,    DEPT OF PARKS &amp; RECREATION,"Manhattan, NY",59708 - 65678,New York,59708,65678,62693.0,False,'NY',False,False,False,False
99,Project Manager,        HRA/DEPT OF SOCIAL SERVICES,"Manhattan, NY",70286 - 83000,New York,70286,83000,76643.0,False,'NY',False,False,False,False
100,"VP Data Scientist, Data Science Manager, Data Scientist",        Oliver James Associates,"New York, NY",110000 - 250000,New York,110000,250000,180000.0,True,'NY',True,True,True,True
101,Policy Data Analyst,        DEPARTMENT OF FINANCE,"Manhattan, NY",68239 - 80000,New York,68239,80000,74119.5,False,'NY',False,False,False,False
102,Compliance Team Leader,        DEPT. OF HOMELESS SERVICES,"Manhattan, NY",78630 - 103332,New York,78630,103332,90981.0,False,'NY',False,False,False,False
103,Python Backend working with Deep Learning,        Jobspring Partners,"New York, NY 10036",160000,New York,160000,160000,160000.0,True,'NY',True,True,True,False
104,Senior Data Scientist,        Analytic Recruiting,"New York, NY 10017 (Midtown area)",120000,New York,120000,120000,120000.0,True,'NY',False,False,False,False
105,Environmental Permits Coordinator,    DEPT OF PARKS &amp; RECREATION,"Manhattan, NY",59708 - 72246,New York,59708,72246,65977.0,False,'NY',False,False,False,False
106,Postdoctoral Fellow,        Icahn School of Medicine at Mount Sinai,"New York, NY",55000,New York,55000,55000,55000.0,False,'NY',False,False,False,False
107,Quantitative Analyst,        Huxley Associates,"New York, NY 10020 (Midtown area)",170000,New York,170000,170000,170000.0,True,'NY',True,True,True,False
108,Senior Data Engineer,    Harnham,"New York, NY",175000,New York,175000,175000,175000.0,True,'NY',True,True,True,False
109,Director System Data Analysis (Op Planning),        Metropolitan Transportation Authority,"Manhattan, NY",91821,New York,91821,91821,91821.0,False,'NY',False,False,False,False
110,Security Research Analyst-Virtual Nationwide,    ALC Staffing Associates,"New York, NY",116000 - 120000,New York,116000,120000,118000.0,True,'NY',False,False,False,False
111,Head of Machine Learning,        Execu | Search,"New York, NY",125000 - 200000,New York,125000,200000,162500.0,True,'NY',True,True,True,False
112,Overdose Prevention Coordinator,        DEPT. OF HOMELESS SERVICES,"Manhattan, NY",78630 - 88213,New York,78630,88213,83421.5,False,'NY',False,False,False,False
113,Marketing Research Analyst/Consumer Insights Analyst,        The Forum Group,"New York, NY 10016 (Gramercy area)",45000 - 65000,New York,45000,65000,55000.0,False,'NY',False,False,False,False
114,Environmental Compliance Specialist,        DEPARTMENT OF TRANSPORTATION,"Manhattan, NY",70286 - 88213,New York,70286,88213,79249.5,False,'NY',False,False,False,False
115,Water Resources Analyst,    DEPT OF ENVIRONMENT PROTECTION,"New York, NY",70286 - 88213,New York,70286,88213,79249.5,False,'NY',False,False,False,False
116,Equity Research Analyst,        Execu | Search,"New York, NY",70000 - 100000,New York,70000,100000,85000.0,False,'NY',False,False,False,False
117,Quantitative Analyst,        Execu | Search,"New York, NY",150000 - 200000,New York,150000,200000,175000.0,True,'NY',True,True,True,False
118,Data Scientist for Data- Driven HealthTech Company,    Averity,"New York, NY",125000 - 150000,New York,125000,150000,137500.0,True,'NY',True,False,False,False
119,Data Scientist Needed for Disruptive Tech Firm,    Averity,"New York, NY",80000 - 120000,New York,80000,120000,100000.0,False,'NY',False,False,False,False
120,Bioinformatics Scientist/ Data Scientist,"    Envisagenics, Inc.","New York, NY",65000 - 110000,New York,65000,110000,87500.0,False,'NY',False,False,False,False
121,"Coordinator / Lead Scientist, Municipal Storm Sewer Systems",        POLICE DEPARTMENT,"New York, NY",78630 - 103332,New York,78630,103332,90981.0,False,'NY',False,False,False,False
122,EpicCare Ambulatory Analyst: Research-Registry TP136,    Edwards Place of Employment,"New York, NY",100000 - 125000,New York,100000,125000,112500.0,True,'NY',False,False,False,False
123,Sr Software Engineer II,        Altair Engineering,"Dallas, TX",102000,Dallas,102000,102000,102000.0,False,'TX',False,False,False,False
124,"Senior Analyst, Supply Chain Analytics",        Smith Hanley Associates,"Dallas, TX",80000 - 100000,Dallas,80000,100000,90000.0,False,'TX',False,False,False,False
125,Senior Statistician,    Harnham,"Dallas, TX",100000 - 110000,Dallas,100000,110000,105000.0,False,'TX',False,False,False,False
126,Research Associate,        University of Texas at Dallas,"Richardson, TX",50000,Dallas,50000,50000,50000.0,False,'TX',False,False,False,False
127,Certifying Scientist,    Lighthouse Recruiting,"Dallas, TX",65000 - 80000,Dallas,65000,80000,72500.0,False,'TX',False,False,False,False
128,RISK ANALYST - statistical modeling / SAS,        Cottonwood Financial,"Irving, TX 75038",57150,Dallas,57150,57150,57150.0,False,'TX',False,False,False,False
129,Data Scientist,"    Computer Enterprises, Inc. (CEI)","Philadelphia, PA",160000,Philadelphia,160000,160000,160000.0,True,'PA',True,True,True,False
130,Data Scientist,        Workbridge Associates,"Philadelphia, PA",95000 - 120000,Philadelphia,95000,120000,107500.0,False,'PA',False,False,False,False
131,Data Scientist,        Jobspring Partners,"King of Prussia, PA 19406",125000,Philadelphia,125000,125000,125000.0,True,'PA',False,False,False,False
132,Director of Data Science,    Averity,"Philadelphia, PA",175000 - 215000,Philadelphia,175000,215000,195000.0,True,'PA',True,True,True,True
133,Program Manager - Data Analysis/Insider Threat,    Pamir Consulting,"Philadelphia, PA",50000 - 120000,Philadelphia,50000,120000,85000.0,False,'PA',False,False,False,False
134,Data Scientist,        Liberty Personnel Services,"Wilmington, DE",140000,Philadelphia,140000,140000,140000.0,True,'DE',True,False,False,False
135,Data Science Manager Healthcare,    Harnham,"Philadelphia, PA",170000,Philadelphia,170000,170000,170000.0,True,'PA',True,True,True,False
136,Senior Software Engineer (Scala),    Juno Search Partners,"Philadelphia, PA 19107 (City Center East area)",120000,Philadelphia,120000,120000,120000.0,True,'PA',False,False,False,False
137,Senior Statistician/Data Scientist-PHARMA,        Smith Hanley Associates,"Horsham, PA",120000,Philadelphia,120000,120000,120000.0,True,'PA',False,False,False,False
138,Personal Care Formulation Scientist,    Chatham Group,"Philadelphia, PA 19148 (South Philadelphia area)",57000,Philadelphia,57000,57000,57000.0,False,'PA',False,False,False,False
139,Clinical Study Associate Trial Master File – TMF,    inVentiv Health Clincal,"Collegeville, PA",50000 - 62000,Philadelphia,50000,62000,56000.0,False,'PA',False,False,False,False
140,Data Scientist for Marketing Technology,        Workbridge Associates,"Ambler, PA 19002",175000,Philadelphia,175000,175000,175000.0,True,'PA',True,True,True,False
141,"Data Scientist - Analytical Experiments, Analytical Tools","    Computer Enterprises, Inc.","Philadelphia, PA 19103 (Belmont area)",130000 - 150000,Philadelphia,130000,150000,140000.0,True,'PA',True,False,False,False
142,Digital Marketing (Data Scientist),"    Kennedy Unlimited Inc, Professional Staffing","Wilmington, DE",100000 - 130000,Philadelphia,100000,130000,115000.0,True,'DE',False,False,False,False
143,"SENIOR RESEARCH ANALYST, PORTALS",        Denver Public Schools,"Denver, CO",63339 - 76007,Denver,63339,76007,69673.0,False,'CO',False,False,False,False
144,Senior Statistical Researcher - Sheriff Department,        City and County of Denver,"Denver, CO 80216 (Northern Denver area)",55132 - 88211,Denver,55132,88211,71671.5,False,'CO',False,False,False,False
145,Evaluator: Statistical Analyst II (#5156),    State of Colorado Job Opportunities,"Denver, CO",53520 - 78348,Denver,53520,78348,65934.0,False,'CO',False,False,False,False
146,SR RESEARCH ANALYST - 17096,        Denver Public Schools,"Denver, CO 80204 (Central West Denver area)",63339 - 76007,Denver,63339,76007,69673.0,False,'CO',False,False,False,False
147,Manager of FP&amp;A,"    Community Investors, Inc.","Denver, CO",50000,Denver,50000,50000,50000.0,False,'CO',False,False,False,False
148,Postdoctoral Research Associate,    Space Science Institute,"Boulder, CO 80301",60000,Denver,60000,60000,60000.0,False,'CO',False,False,False,False
149,"Head, Jerry Crail Johnson Earth Sciences &amp; Map Library",        University of Colorado,"Boulder, CO",65000,Denver,65000,65000,65000.0,False,'CO',False,False,False,False
150,Quantitative Analyst,    Montgomery Assets,"Los Angeles, CA",97000,Los Angeles,97000,97000,97000.0,False,'CA',False,False,False,False
151,Jr. Data Scientist,    FullDeck,"Los Angeles, CA",40000 - 60000,Los Angeles,40000,60000,50000.0,False,'CA',False,False,False,False
152,"MEDICAL TECHNOLOGIST, DATA SYSTEMS",        Los Angeles County Department of Human Resources,"Los Angeles, CA",76804 - 100726,Los Angeles,76804,100726,88765.0,False,'CA',False,False,False,False
153,scientist,    Liberos LLC,"Los Angeles, CA",50000,Los Angeles,50000,50000,50000.0,False,'CA',False,False,False,False
154,Investigations &amp; Research Analyst,        Gavin de Becker &amp; Associates,"Beverly Hills, CA",40000 - 45000,Los Angeles,40000,45000,42500.0,False,'CA',False,False,False,False
155,Lead Data Scientist,    HERO.jobs,"Los Angeles, CA",160000,Los Angeles,160000,160000,160000.0,True,'CA',True,True,True,False
156,Research Analyst - Legal,    Fawkes IDM,"Los Angeles, CA",70000 - 85000,Los Angeles,70000,85000,77500.0,False,'CA',False,False,False,False
157,"RESEARCH ANALYST III, BEHAVIORAL SCIENCES",        Los Angeles County Department of Human Resources,"Los Angeles, CA",73286 - 86231,Los Angeles,73286,86231,79758.5,False,'CA',False,False,False,False
158,Principal Data Scientist,    Harnham,"Los Angeles, CA",160000,Los Angeles,160000,160000,160000.0,True,'CA',True,True,True,False
159,Computational Scientist,        Arete Associates,"Northridge, CA 91324",80000 - 89000,Los Angeles,80000,89000,84500.0,False,'CA',False,False,False,False
160,Senior iOS Developer,        LT,"Los Angeles, CA",170000,Los Angeles,170000,170000,170000.0,True,'CA',True,True,True,False
161,SUPERVISING CLINICAL LABORATORY SCIENTIST II,        Los Angeles County Department of Human Resources,"Los Angeles, CA",79884 - 104772,Los Angeles,79884,104772,92328.0,False,'CA',False,False,False,False
162,Senior Backend Data Engineer,        LT,"Los Angeles, CA",190000,Los Angeles,190000,190000,190000.0,True,'CA',True,True,True,True
163,Senior DevOps Engineer,        LT,"Los Angeles, CA",190000,Los Angeles,190000,190000,190000.0,True,'CA',True,True,True,True
164,Java Engineer,        LT,"Los Angeles, CA",190000,Los Angeles,190000,190000,190000.0,True,'CA',True,True,True,True
165,Computer Vision Data Scientist,    MACP Los Angeles,"Los Angeles, CA",185000,Los Angeles,185000,185000,185000.0,True,'CA',True,True,True,True
166,Property and Casualty Predictive Modeler #74851,    Ezra Penland Actuarial Recruitment,"Los Angeles, CA",160000,Los Angeles,160000,160000,160000.0,True,'CA',True,True,True,False
167,LC/MS Clinical Laboratory Scientist,    Lighthouse Recruiting,"Pasadena, CA",80000 - 110000,Los Angeles,80000,110000,95000.0,False,'CA',False,False,False,False
168,Data Scientist,    Workpop,"Santa Monica, CA",80000,Los Angeles,80000,80000,80000.0,False,'CA',False,False,False,False
169,Research Review Analyst - Full Board,        The University of Pittsburgh,"Pittsburgh, PA",40092 - 65676,Pittsburgh,40092,65676,52884.0,False,'PA',False,False,False,False
170,Senior Statistician,    All-In Analytics,"Pittsburgh, PA",53000 - 98000,Pittsburgh,53000,98000,75500.0,False,'PA',False,False,False,False
171,Laboratory Technician,        The University of Pittsburgh,"Pittsburgh, PA",23868 - 37752,Pittsburgh,23868,37752,30810.0,False,'PA',False,False,False,False
172,Data Scientist/Ontologist,        ApTask,"Pittsburgh, PA 15236",180000,Pittsburgh,180000,180000,180000.0,True,'PA',True,True,True,True
173,Machine Learning Engineer,        CTI Consulting,"Miami, FL",120000,Miami,120000,120000,120000.0,True,'FL',False,False,False,False
174,Senior Research Analyst (Statistical Analysis),        University of Miami,"Coral Gables, FL",40000 - 56000,Miami,40000,56000,48000.0,False,'FL',False,False,False,False
175,Sr. Research Analyst / Pre-award Grants,        University of Miami,"Coral Gables, FL",40000 - 72000,Miami,40000,72000,56000.0,False,'FL',False,False,False,False
176,Research Analyst (Two open positions),        University of Miami,"Coral Gables, FL",45000 - 55000,Miami,45000,55000,50000.0,False,'FL',False,False,False,False
177,Sr. Research Analyst,        University of Miami,"Coral Gables, FL",40000 - 72000,Miami,40000,72000,56000.0,False,'FL',False,False,False,False
178,Research Analyst,        University of Miami,"Coral Gables, FL",32900 - 59100,Miami,32900,59100,46000.0,False,'FL',False,False,False,False
179,Legal Research Analyst,        Liberty Settlement Funding,"Dania Beach, FL",30000,Miami,30000,30000,30000.0,False,'FL',False,False,False,False
180,Associate Scientist / R&amp;D Division,    Open Scientific,"Miami, FL",45000 - 50000,Miami,45000,50000,47500.0,False,'FL',False,False,False,False
181,Research Associate 1,        University of Miami,"Coral Gables, FL",32900 - 59100,Miami,32900,59100,46000.0,False,'FL',False,False,False,False
182,"Psychiatry- Assistant Scientist, SOM",        University of Miami,"Coral Gables, FL",53900 - 96900,Miami,53900,96900,75400.0,False,'FL',False,False,False,False
183,Research Laboratory Technician,        University of Miami,"Coral Gables, FL",27400 - 49400,Miami,27400,49400,38400.0,False,'FL',False,False,False,False
184,Business Development Manager,"    Coastal Risk Consulting, LLC","Plantation, FL",50000,Miami,50000,50000,50000.0,False,'FL',False,False,False,False
185,Machine learning / AI / Restful API web services Engineer at...,    CareerMonks,"Atlanta, GA",120000,Atlanta,120000,120000,120000.0,True,'GA',False,False,False,False
186,Supervisory Health Scientist,        Centers for Disease Control and Prevention,"Atlanta, GA",125132 - 161900,Atlanta,125132,161900,143516.0,True,'GA',True,True,False,False
187,Senior Statistical Consultant,        Principle Solutions Group,"Roswell, GA",120000,Atlanta,120000,120000,120000.0,True,'GA',False,False,False,False
188,Laboratory Aide 3,        Georgia Department of Public Health,"Atlanta, GA",24000,Atlanta,24000,24000,24000.0,False,'GA',False,False,False,False
