,Job Title,Company,Location,Salary,Search Term,lower_sal_val,upper_sal_val,mean salary,median_bool,state,60_perc_bool,70_perc_bool,75_perc_bool,90_perc_bool
568,Staff Scientist - Computational Genetics - Cardiology,        Washington University in St. Louis,"St. Louis, MO",47476 - 60715,"St. Louis, MO",47476,60715,54095.5,False,'MO',False,False,False,False
569,Data Scientist/Predictive Modeler -- Life/Health-7658,    S.C. International,"St. Louis, MO",125000,"St. Louis, MO",125000,125000,125000.0,True,'MO',False,False,False,False
570,Staff Scientist - Pediatrics Gastroenterology,        Washington University in St. Louis,"St. Louis, MO",47476 - 60715,"St. Louis, MO",47476,60715,54095.5,False,'MO',False,False,False,False
571,Senior Java Full Stack Developer,        Mastech Digital,"Creve Coeur, MO",100000 - 125000,"St. Louis, MO",100000,125000,112500.0,True,'MO',False,False,False,False
572,Market Research Analyst,"    The Klages Group/Research <b>Data</b> Services, Inc.","Tampa, FL",50000,"Tampa, FL",50000,50000,50000.0,False,'FL',False,False,False,False
573,Marketing Research Analyst,"        Vaco, LLC","Tampa, FL 33609 (Swann Estates area)",50000 - 60000,"Tampa, FL",50000,60000,55000.0,False,'FL',False,False,False,False
574,Data Visualization Research Specialist,    Northeastern University - Network Science Institut...,"Boston, MA",50000,"Cambridge, MA",50000,50000,50000.0,False,'MA',False,False,False,False
575,Technical Data Analyst,    Sharp Action LLC,"Somerville, MA",60000 - 85000,"Cambridge, MA",60000,85000,72500.0,False,'MA',False,False,False,False
576,Data Scientist,        Darwin Recruitment,"Boston, MA",100000 - 140000,"Cambridge, MA",100000,140000,120000.0,True,'MA',False,False,False,False
577,Public Health Research Analyst,    Metropolitan Area Planning Council,"Boston, MA 02111 (Central area)",55000 - 65000,"Cambridge, MA",55000,65000,60000.0,False,'MA',False,False,False,False
578,"Senior Analyst, Advanced Analytics",        Liberty Mutual,"Boston, MA",73300 - 114900,"Cambridge, MA",73300,114900,94100.0,False,'MA',False,False,False,False
579,Senior Research Scientist,        Jobspring Partners,"Cambridge, MA 02139 (Area IV area)",160000,"Cambridge, MA",160000,160000,160000.0,True,"'MA', 'IV'",True,True,True,False
580,"Analyst/Senior Analyst, Advanced Analytics",        Liberty Mutual,"Boston, MA",73300 - 114900,"Cambridge, MA",73300,114900,94100.0,False,'MA',False,False,False,False
581,Sr. Quantitative Analyst,        Huxley Associates,"Boston, MA",200000,"Cambridge, MA",200000,200000,200000.0,True,'MA',True,True,True,True
582,Senior Machine Learning Engineer,        Darwin Recruitment,"Boston, MA",150000 - 200000,"Cambridge, MA",150000,200000,175000.0,True,'MA',True,True,True,False
583,Logistics Technician,        Abcam,"Cambridge, MA 02139 (Area IV area)",38500,"Cambridge, MA",38500,38500,38500.0,False,"'MA', 'IV'",False,False,False,False
584,Research Analyst III,        Commonwealth of Massachusetts,"Boston, MA",55017 - 78763,"Cambridge, MA",55017,78763,66890.0,False,'MA',False,False,False,False
585,"Software Engineers (Scala / Java / Python, Hadoop, Machine L...",        WinterWyman,"Boston, MA 02114 (Back Bay-Beacon Hill area)",120000,"Cambridge, MA",120000,120000,120000.0,True,'MA',False,False,False,False
586,Clinical Laboratory Surveyor,        Commonwealth of Massachusetts,"Boston, MA",60096 - 87045,"Cambridge, MA",60096,87045,73570.5,False,'MA',False,False,False,False
587,"Director II, Applied Science, Solaria Labs",        Liberty Mutual,"Boston, MA",141000 - 185400,"Cambridge, MA",141000,185400,163200.0,True,'MA',True,True,True,False
588,Market Research Analyst,    AP Staffing,"Boston, MA",34000 - 38000,"Cambridge, MA",34000,38000,36000.0,False,'MA',False,False,False,False
589,"Lead Scientist, Computational Biology",        HireMinds,"Cambridge, MA 02142 (East Cambridge area)",100000,"Cambridge, MA",100000,100000,100000.0,False,'MA',False,False,False,False
590,SENIOR DIRECTOR OF DATA SCIENCE - RETAIL,    Harnham,"Boston, MA",180000,"Cambridge, MA",180000,180000,180000.0,True,'MA',True,True,True,True
591,Data Scientist,    Corporate Consulting Services,"Boston, MA 02108 (Back Bay-Beacon Hill area)",130000 - 150000,"Cambridge, MA",130000,150000,140000.0,True,'MA',True,False,False,False
592,Biostatisticians / Boston / Precision Medicine,    Invenia Resourcing,"Boston, MA",120000,"Cambridge, MA",120000,120000,120000.0,True,'MA',False,False,False,False
593,SQL*Server Database Developer,"    Horizons Recruitment, Inc.","Boston, MA",120000 - 170000,"Cambridge, MA",120000,170000,145000.0,True,'MA',True,True,False,False
594,Software Development Engineer,        WDS Global Partners LLC,"Boston, MA",130000 - 160000,"Cambridge, MA",130000,160000,145000.0,True,'MA',True,True,False,False
595,E-mail Marketing Rockstar - Manager,    IntelyCare,"Quincy, MA",60000 - 80000,"Cambridge, MA",60000,80000,70000.0,False,'MA',False,False,False,False
596,Site Reliability Engineer,        Workbridge Associates,"Boston, MA 02116 (South End area)",130000,"Cambridge, MA",130000,130000,130000.0,True,'MA',True,False,False,False
597,"Manager, Exploratory Statistics",    Penfield Search Partners,"Cambridge, MA",150000,"Cambridge, MA",150000,150000,150000.0,True,'MA',True,True,True,False
598,Senior .NET Software Engineer,        Jobspring Partners,"Cambridge, MA 02140 (North Cambridge area)",130000,"Cambridge, MA",130000,130000,130000.0,True,'MA',True,False,False,False
599,Quantitative Data Scientist,        Huxley Associates,"Boston, MA",175000,"Cambridge, MA",175000,175000,175000.0,True,'MA',True,True,True,False
600,Research Analyst - fintech startup,    Bison,"Boston, MA",45000,"Cambridge, MA",45000,45000,45000.0,False,'MA',False,False,False,False
601,Data Analyst/Statistician-PHARMA,        Smith Hanley Associates,"Stamford, CT",90000 - 110000,"Stamford, CT",90000,110000,100000.0,False,'CT',False,False,False,False
602,Executive Assistant/ Research Analyst,    Fogarty Knapp Inc,"Riverside, CT 06878",90000 - 150000,"Stamford, CT",90000,150000,120000.0,True,'CT',False,False,False,False
603,Statistical Analyst Management Consultant,        Analytic Recruiting,"Stamford, CT",70000 - 100000,"Stamford, CT",70000,100000,85000.0,False,'CT',False,False,False,False
604,Statistical Modeler,        Top Prospect Group,"Darien, CT",115000,"Stamford, CT",115000,115000,115000.0,True,'CT',False,False,False,False
605,Research Scientist,        Stony Brook University,"Stony Brook, NY",54000 - 70000,"Stamford, CT",54000,70000,62000.0,False,'NY',False,False,False,False
606,Data Scientist- Hedge Fund,    Princeton Consulting,"Norwalk, CT",100000 - 150000,"Stamford, CT",100000,150000,125000.0,True,'CT',False,False,False,False
607,HPLC Scientist,    Pharma R&amp;D Consultants,"Ridgefield, CT 06877",60000,"Stamford, CT",60000,60000,60000.0,False,'CT',False,False,False,False
608,Quantitative Research Analyst at $10B+ Hedge Fund (CT),    Averity,"Norwalk, CT",200000,"Stamford, CT",200000,200000,200000.0,True,'CT',True,True,True,True
609,Data Scientist,    Keyo,"Palo Alto, CA",120000 - 200000,"Santa Clara, CA",120000,200000,160000.0,True,'CA',True,True,True,False
610,Data Scientist,    ITStaff Technical Resources,"Santa Clara, CA",85000 - 120000,"Santa Clara, CA",85000,120000,102500.0,False,'CA',False,False,False,False
611,"Principal Software Engineer, Data Science",    MatchPointe Group,"Santa Clara, CA",100000 - 150000,"Santa Clara, CA",100000,150000,125000.0,True,'CA',False,False,False,False
612,Data Scientist,        Jobspring Partners,"San Jose, CA 95113 (Downtown area)",160000,"Santa Clara, CA",160000,160000,160000.0,True,'CA',True,True,True,False
613,Principal Data Scientist,    ITStaff Technical Resources,"Santa Clara, CA",100000 - 150000,"Santa Clara, CA",100000,150000,125000.0,True,'CA',False,False,False,False
614,"Senior Scientist III, Pre-Clinical Safety",    EPM Scientific,"Redwood City, CA",140000,"Santa Clara, CA",140000,140000,140000.0,True,'CA',True,False,False,False
615,Data Engineer,        Jobspring Partners,"San Jose, CA 95113 (Downtown area)",130000 - 165000,"Santa Clara, CA",130000,165000,147500.0,True,'CA',True,True,False,False
616,Machine Learning Engineer/Scientist,        Jobspring Partners,"San Jose, CA 95113 (Downtown area)",150000 - 175000,"Santa Clara, CA",150000,175000,162500.0,True,'CA',True,True,True,False
617,Big Data Engineer,        Jobspring Partners,"Mountain View, CA 94043",170000,"Santa Clara, CA",170000,170000,170000.0,True,'CA',True,True,True,False
618,"Principle Scientist, Data Science, System integration",    MatchPointe Group,"Santa Clara, CA",100000 - 150000,"Santa Clara, CA",100000,150000,125000.0,True,'CA',False,False,False,False
619,"Principal Data Scientist, Sequencing",    Enterprise Select,"Santa Clara, CA 95050",150000,"Santa Clara, CA",150000,150000,150000.0,True,'CA',True,True,True,False
620,Senior Data Scientist,        Workbridge Associates,"Mountain View, CA 94039",200000,"Santa Clara, CA",200000,200000,200000.0,True,'CA',True,True,True,True
621,SENIOR ARTICIAL INTELLIGENCE (AI)/ DATA SCIENTIST,"    TW STAFFING SOLUTIONS,INC","San Jose, CA",150000 - 200000,"Santa Clara, CA",150000,200000,175000.0,True,'CA',True,True,True,False
622,Machine Learning Infrastructure Engineer,        Jobspring Partners,"San Jose, CA 95113 (Downtown area)",120000 - 180000,"Santa Clara, CA",120000,180000,150000.0,True,'CA',True,True,True,False
623,Machine Learning Engineer - Computer Vision,        Jobspring Partners,"San Jose, CA 95113 (Downtown area)",190000,"Santa Clara, CA",190000,190000,190000.0,True,'CA',True,True,True,True
624,Machine Learning / Deep Learning Internship(s),    TERADEEP INC.,"Campbell, CA",40000 - 80000,"Santa Clara, CA",40000,80000,60000.0,False,'CA',False,False,False,False
625,STAFF DATA SCIENTIST / DEEP LEARNING,    TERADEEP INC.,"Campbell, CA",120000 - 160000,"Santa Clara, CA",120000,160000,140000.0,True,'CA',True,False,False,False
626,Senior Machine Learning Scientist,    Tandem Recruiting Group,"Santa Clara, CA",180000,"Santa Clara, CA",180000,180000,180000.0,True,'CA',True,True,True,True
627,"Data Scientist II, Sequencing",    Enterprise Select,"Pleasanton, CA 94588",120000,"Santa Clara, CA",120000,120000,120000.0,True,'CA',False,False,False,False
628,Senior Machine Learning Data Scientist,        Workbridge Associates,"Pleasanton, CA 94588",200000,"Santa Clara, CA",200000,200000,200000.0,True,'CA',True,True,True,True
629,Data Scientist - Growth Team (Healthcare Startup),        Jobspring Partners,"San Jose, CA 95113 (Downtown area)",130000 - 180000,"Santa Clara, CA",130000,180000,155000.0,True,'CA',True,True,True,False
630,Mid-Level Machine Learning Data Scientist,        Workbridge Associates,"Sunnyvale, CA 94085",190000,"Santa Clara, CA",190000,190000,190000.0,True,'CA',True,True,True,True
631,Junior Computer Vision &amp; Machine Learning Researcher,    Tandem Recruiting Group,"Santa Clara, CA",150000,"Santa Clara, CA",150000,150000,150000.0,True,'CA',True,True,True,False
632,Data Scientist,"    Epitec, Inc.","Dearborn, MI",93600 - 104000,Detroit,93600,104000,98800.0,False,'MI',False,False,False,False
633,Research Analyst,    ASK Services Inc.,"Canton, MI 48187",35000,Detroit,35000,35000,35000.0,False,'MI',False,False,False,False
634,Cockpit Module/Instrument Panel Project Engineer,        Altair Engineering,"Farmington Hills, MI",90000,Detroit,90000,90000,90000.0,False,'MI',False,False,False,False
635,App Programmer / Analyst Assoc,        University of Michigan,"Ann Arbor, MI",45000 - 55000,"Ann Arbor, MI",45000,55000,50000.0,False,'MI',False,False,False,False
636,Research Analyst,    ASK Services Inc.,"Canton, MI 48187",35000,"Ann Arbor, MI",35000,35000,35000.0,False,'MI',False,False,False,False
637,Cockpit Module/Instrument Panel Project Engineer,        Altair Engineering,"Farmington Hills, MI",90000,"Ann Arbor, MI",90000,90000,90000.0,False,'MI',False,False,False,False
638,Full Stack Web Developer,    Stout Systems,"Ann Arbor, MI",75000 - 85000,"Ann Arbor, MI",75000,85000,80000.0,False,'MI',False,False,False,False
639,Digital Marketing (Data Scientist),"    Kennedy Unlimited Inc, Professional Staffing","Des Moines, IA",100000 - 130000,"Des Moines, IA",100000,130000,115000.0,True,'IA',False,False,False,False
640,User Interface and Data Manager,    Monarch Joint Venture,"Saint Paul, MN",55000 - 62400,"Minneapolis, MN",55000,62400,58700.0,False,'MN',False,False,False,False
641,Staff Scientist (Biocurator I),        Baylor College of Medicine,"Houston, TX",60000,Houston,60000,60000,60000.0,False,'TX',False,False,False,False
642,Budget &amp; Research Analyst,"    City of Goodyear, AZ","Goodyear, AZ",63696 - 94557,Phoenix,63696,94557,79126.5,False,'AZ',False,False,False,False
643,Sr Data Scientist,    PMES,"San Ramon, CA",150000,San Francisco,150000,150000,150000.0,True,'CA',True,True,True,False
644,Sr Data Scientist,    PMES,"New York, NY",155000,New York,155000,155000,155000.0,True,'NY',True,True,True,False
645,Machine Learning Engineer,        Darwin Recruitment,"New York, NY",120000 - 140000,New York,120000,140000,130000.0,True,'NY',True,False,False,False
646,Government Enterprise Architect,        xentity corporation,"Denver, CO",95000 - 127000,Denver,95000,127000,111000.0,True,'CO',False,False,False,False
647,Solutions Development Engineer,        Oversight Systems,"Atlanta, GA",58600,Atlanta,58600,58600,58600.0,False,'GA',False,False,False,False
648,Senior Research Analyst,"    Competitive Promotion Report, LLC","Marietta, GA",45000 - 55000,Atlanta,45000,55000,50000.0,False,'GA',False,False,False,False
